cve_muni,entidad,municipio,ic_rezedu_porcentaje,ic_asalud_porcentaje,ic_segsoc_porcentaje,ic_cv_porcentaje,ic_sbv_porcentaje,ic_ali_porcentaje
08038,Chihuahua,Julimes,28.7550403226,9.8790322581,59.7530241935,7.2328629032,5.997983871,14.314516129
08039,Chihuahua,López,22.8115942029,5.7971014493,72.9275362319,6.2898550725,2.7246376812,9.1884057971
08040,Chihuahua,Madera,24.9814765275,5.6730706722,58.2082243614,6.3860113528,22.3551516808,14.4716117829
08041,Chihuahua,Maguarichi,42.9362880886,12.3961218837,90.512465374,34.1412742382,63.91966759,31.9252077562
08042,Chihuahua,Manuel Benavides,40.6273909717,10.9410864575,79.8775822494,1.6832440704,6.2739097169,4.208110176
08043,Chihuahua,Matachí,26.0853703028,6.1656329807,68.5151404597,7.51550529,27.0704122583,13.5352061291
08044,Chihuahua,Matamoros,20.5147808359,5.7339449541,61.5443425076,7.3904179409,6.8552497452,8.9449541284
08045,Chihuahua,Meoqui,20.8966045361,11.0679639573,41.3128070794,3.4647654025,1.8726918727,11.9520817585
08046,Chihuahua,Morelos,42.7726869642,25.539462016,88.6195684304,33.6092225835,66.2873189477,33.6683417085
08047,Chihuahua,Moris,36.0883280757,10.9568874869,84.4374342797,12.7444794953,30.5362776025,15.8149316509
08048,Chihuahua,Namiquipa,28.5233107963,10.5527746656,71.753075305,2.7464180513,5.8147267589,9.8680431731
08049,Chihuahua,Nonoava,36.4382437423,4.8420188757,77.5543701272,13.8695116947,21.2966762413,20.3939269594
08050,Chihuahua,Nuevo Casas Grandes,14.3908962177,11.3948671847,37.5190615985,3.3670034454,1.6361102937,11.7142225843
08051,Chihuahua,Ocampo,30.3271569195,20.4979733642,71.8876664737,22.7562246671,47.1192819919,19.4846554719
08052,Chihuahua,Ojinaga,24.2594371976,20.0373082573,64.7159714374,6.4297275836,1.9207032935,8.2207221871
08053,Chihuahua,Praxedis G. Guerrero,30.3691617377,9.0556801958,60.8606975321,5.1193147053,10.7281256374,14.6033040995
08054,Chihuahua,Riva Palacio,51.4407988588,12.6961483595,71.2410841655,3.0385164051,3.395149786,2.3965763195
08055,Chihuahua,Rosales,25.233957674,11.7791038439,44.8898035601,4.5581136578,2.6898710115,9.004167681
08056,Chihuahua,Rosario,38.0952380952,13.6621315193,80.6689342404,5.0453514739,23.7528344671,12.6984126984
08057,Chihuahua,San Francisco de Borja,33.0026109661,5.0652741514,73.8903394256,5.2219321149,9.1906005222,13.4725848564
08058,Chihuahua,San Francisco de Conchos,19.707057257,2.8406569019,74.8779405237,1.6422547714,2.4411895251,3.4620505992
08059,Chihuahua,San Francisco del Oro,13.0079223102,2.760030667,39.1004344493,5.9545106057,8.5356503961,13.6723741375
08060,Chihuahua,Santa Bárbara,14.2012865885,4.8954206381,32.7165403937,3.1672571089,5.1438415998,11.6893986561
08061,Chihuahua,Satevó,34.9255797854,5.7113187954,69.4357909311,1.9730010384,7.2343371409,9.3804084458
08062,Chihuahua,Saucillo,20.5604438567,10.3304720314,36.5238780939,3.8081771965,1.0553842317,10.0328608768
08063,Chihuahua,Temósachic,0,0,0,0,0,0
08064,Chihuahua,El Tule,34.9150141643,5.8781869688,80.9490084986,6.5155807365,12.2521246459,15.5807365439
08065,Chihuahua,Urique,0,0,0,0,0,0
08066,Chihuahua,Uruachi,43.2316846411,4.6857567869,84.6039419859,26.7199702492,65.6191892897,40.8144291558
08067,Chihuahua,Valle de Zaragoza,32.6969497476,7.5049374589,74.3252139566,3.2258064516,9.8529734474,7.548825982
09002,Distrito Federal,Azcapotzalco,7.6568396523,14.432033755,31.9762252818,3.4916866607,0.3338220208,7.1250437615
09003,Distrito Federal,Coyoacán,6.084532391,17.9951889734,38.6706097333,3.2091419918,0.5339879507,7.8734612641
09004,Distrito Federal,Cuajimalpa de Morelos,9.8688530358,18.1563409732,55.6981939161,5.771828967,3.1157843123,11.7630559406
09005,Distrito Federal,Gustavo A. Madero,9.2520543375,18.5413818802,40.7749366387,4.1003708071,1.5395270132,10.8409201327
09006,Distrito Federal,Iztacalco,6.1035194672,20.3298333168,38.4920715497,1.7492234182,0.0782866928,8.6671215047
09007,Distrito Federal,Iztapalapa,10.7758391386,22.501184486,52.8290836918,6.024242561,1.0568463748,12.320935425
09008,Distrito Federal,La Magdalena Contreras,11.2343984168,17.8075892339,47.2787172836,6.2268198498,1.3696870233,9.8358996839
09009,Distrito Federal,Milpa Alta,12.455378943,17.7201859025,72.2641011891,10.2458754289,11.6206694704,6.3546620976
09010,Distrito Federal,Álvaro Obregón,10.0304198827,18.1400668974,43.8683103023,5.0293662572,2.0468346211,12.7479114285
09011,Distrito Federal,Tláhuac,10.3300529966,15.4230701004,53.1687362861,4.941917879,1.3212303821,10.4018780768
09012,Distrito Federal,Tlalpan,9.7172294541,21.0276044768,49.7593641811,6.3969530694,3.3874321401,10.7449959163
09013,Distrito Federal,Xochimilco,11.1283530767,21.5918433792,55.3166698173,9.7023828333,7.5365483802,6.6240078706
09014,Distrito Federal,Benito Juárez,2.4630712115,13.8503483641,26.550600244,1.5051276092,0.0068223914,5.3756498879
09015,Distrito Federal,Cuauhtémoc,6.0768395696,21.1671759244,40.6620014495,2.6471694877,0.4356291887,8.9614528633
09016,Distrito Federal,Miguel Hidalgo,3.8727823006,13.7673732653,33.4061859358,1.705739349,0.0102462661,3.8044483436
09017,Distrito Federal,Venustiano Carranza,7.1567326006,16.5771717614,41.6053344979,3.6541798653,0.1293627084,7.5982184417
10001,Durango,Canatlán,15.1320791979,11.6916737204,65.6918743699,2.0471046732,12.0253522673,12.9155695703
10002,Durango,Canelas,41.2793483469,17.2017249641,90.9678965022,23.526593196,30.0431241016,11.8591279348
10003,Durango,Coneto de Comonfort,25.2864375167,7.1143085532,80.8686384226,6.3149480416,28.830269118,12.3634425793
10004,Durango,Cuencamé,18.8863362471,13.3575211534,67.6526561355,4.0667883113,13.1217019586,17.1420247708
10005,Durango,Durango,11.5176492465,15.0696313071,46.3772088341,3.7280103094,5.0482266099,16.7200687609
10006,Durango,General Simón Bolívar,28.914030339300002,11.9561239961,72.1765677421,5.6861073999,16.3823476342,15.5765564299
10007,Durango,Gómez Palacio,14.3284138293,16.3175050332,32.7985689145,2.5895883346,8.0211912253,19.6470574282
10008,Durango,Guadalupe Victoria,16.3056373811,20.9172306613,66.5102286618,1.3366034143,6.6714343097,13.7652069146
10009,Durango,Guanaceví,36.1157299634,31.5707792928,67.930384658,18.6453829952,52.6770867975,16.395078151
10010,Durango,Hidalgo,22.2787673169,14.8148148148,75.9400621996,6.2482329658,10.4325699746,13.4577325417
10011,Durango,Indé,29.5081967213,15.9778342184,75.0634957285,4.3869776033,21.3807434773,19.2334333872
10012,Durango,Lerdo,15.6051659938,14.9844951777,44.4209220605,4.2450049488,6.3394241043,19.0839984394
10013,Durango,Mapimí,27.0898759388,15.1082234673,54.5105122089,6.2403488158,18.5526858444,18.5475791575
10014,Durango,Mezquital,37.6444111028,29.5153788447,92.2160540135,71.6369092273,83.5828957239,54.8537134284
10015,Durango,Nazas,21.7377784175,10.9495104353,72.7085265809,2.0088589506,5.5131573461,9.1839715439
10016,Durango,Nombre de Dios,18.2733379664,14.9601724729,66.0965323138,3.3068947649,13.2599013487,13.9556538181
10017,Durango,Ocampo,22.0337013364,16.9087739686,70.470656595,7.553747821,16.4904125508,19.4886693783
10018,Durango,El Oro,20.3746302944,12.2957891011,67.9837242803,3.3516194225,16.9967666844,12.8210522796
10019,Durango,Otáez,31.6388775925,25.8845058967,86.8849125661,34.0178934526,50.18300122,10.4310695405
10020,Durango,Pánuco de Coronado,18.4907851758,10.1694568103,77.1697174742,1.433597043,9.1562365147,12.218311295
10021,Durango,Peñón Blanco,19.3544897084,11.0622161894,78.33267146,2.3936498891,10.8464850029,12.7562643175
10022,Durango,Poanas,20.8605823265,14.8205141963,78.8511342372,1.7075960641,8.7059507099,15.535199787
10023,Durango,Pueblo Nuevo,15.0892852641,10.2815914225,51.255060699,8.5519236534,39.1617107614,9.8022464659
10024,Durango,Rodeo,18.7852243433,7.9954482746,60.8831883163,3.1285322087,14.6609923914,20.8224564769
10025,Durango,San Bernardo,36.4195421934,13.905022207,74.0690126409,6.3204646396,24.7352237786,17.8681243594
10026,Durango,San Dimas,22.5220936794,8.2410744254,72.1721848674,9.2039282257,40.8220520068,8.5785563998
10027,Durango,San Juan de Guadalupe,30.6451612903,19.9139784946,74.3225806452,6.1505376344,37.0752688172,13.935483871
10028,Durango,San Juan del Río,21.8826884878,9.4699060288,74.8500424068,3.3985981534,12.9359800535,11.1758346201
10029,Durango,San Luis del Cordero,27.2116461366,13.2138857783,80.7950727884,4.9832026876,7.3908174692,9.4064949608
10030,Durango,San Pedro del Gallo,26.8202080238,13.5958395245,80.7578008915,2.5260029718,7.4294205052,15.8989598811
10031,Durango,Santa Clara,23.5949977399,13.0179297876,81.2867259304,7.9403344885,9.2361006479,24.7702275124
10032,Durango,Santiago Papasquiaro,22.3404823225,11.8757979711,66.0877931488,4.3806653793,12.619770997,16.7860258128
10033,Durango,Súchil,23.4405544695,12.0490492269,75.4931579883,12.1379065221,22.7474675671,25.111071619
10034,Durango,Tamazula,27.4724068991,10.6276679551,90.6817486091,19.5848044372,34.0235152475,11.143568537
10035,Durango,Tepehuanes,26.6397108589,6.6799263601,75.2420983146,3.0879489171,19.3451642566,22.7502896379
10036,Durango,Tlahualilo,21.246520189,13.0718525102,40.5191710765,3.9365894233,29.9228443311,19.6255916068
10037,Durango,Topia,31.9049892576,22.2487467176,88.0520410599,28.5509668179,44.2826450227,6.4693244211
10038,Durango,Vicente Guerrero,13.6579115256,28.3863136528,62.746846712200004,1.7121205025,3.2164411687,9.0567568716
10039,Durango,Nuevo Ideal,20.4688790796,14.1685558598,71.0847053746,1.4084199336,11.6651711151,15.5332075575
11001,Guanajuato,Abasolo,28.7858392254,13.0993483807,81.1321343896,14.2947661541,27.6528427517,25.7283157114
11002,Guanajuato,Acámbaro,20.8225919231,9.4287800593,64.4594228843,5.3505089136,11.7804585015,25.9369338548
11003,Guanajuato,San Miguel de Allende,23.0148049917,12.054485403,77.4287805845,11.5125341964,27.4085837265,16.597277335
11004,Guanajuato,Apaseo el Alto,23.9313870733,12.5824682935,71.5607134023,8.4138840841,14.9024141215,21.1823864367
11005,Guanajuato,Apaseo el Grande,19.6424024852,14.1631506089,56.1655092742,9.9326862032,12.6969568919,23.0716423592
11006,Guanajuato,Atarjea,30.8026030369,3.3502048686,81.9715594119,15.5941190648,70.5712219812,12.388527356
11007,Guanajuato,Celaya,14.9235051943,19.8964750452,50.6531118127,7.6954857723,5.8854708526,25.3618579628
11008,Guanajuato,Manuel Doblado,31.7933277505,9.5473769496,75.6586058105,9.1562742463,25.7779666008,29.0332725955
11009,Guanajuato,Comonfort,21.8145567356,11.4297712225,72.9069343282,17.4592035776,30.7762886199,23.4836410731
11010,Guanajuato,Coroneo,25.9577567705,6.0689260861,85.0152502844,3.519781238,22.7780250186,27.9167280391
11011,Guanajuato,Cortazar,19.2749963672,13.8027752075,52.3411461457,9.8363923752,10.227585484,19.0052683489
11012,Guanajuato,Cuerámaro,25.5972115364,13.5670879541,78.839534558,9.7896100739,20.6796747604,30.1064211758
11013,Guanajuato,Doctor Mora,25.0412481278,6.6652174798,85.112925347,9.6173268238,21.970022648,20.518829384
11014,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,27.6041610637,14.5777689689,77.8160519355,13.9808125229,25.4233967407,30.668545081
11015,Guanajuato,Guanajuato,13.4146081913,7.6730689574,47.7969666317,7.1946347578,15.8227216087,20.2311214515
11016,Guanajuato,Huanímaro,25.2458486884,5.6797156338,85.3922283564,7.3730881005,17.8788063681,29.9732509132
11017,Guanajuato,Irapuato,15.0735346887,15.3388205525,47.4512081325,8.0432097445,8.799610096,23.9857921878
11018,Guanajuato,Jaral del Progreso,18.49298297,7.2816543981,66.6484932703,7.9173859205,11.69369016,23.6690606718
11019,Guanajuato,Jerécuaro,28.729583403,7.5280500646,84.6132285845,6.1942791559,30.3214642334,23.5385803717
11020,Guanajuato,León,18.2685405927,16.3551215306,43.6035086833,7.8202499502,5.5425914794,29.0144882008
11021,Guanajuato,Moroleón,22.4773361144,20.937882884,76.5407035923,2.7469596583,5.6067791927,24.9266143449
11022,Guanajuato,Ocampo,29.5935910743,9.1316429098,82.9914659932,7.6229486396,15.1229417118,20.1789997439
11023,Guanajuato,Pénjamo,27.933807585,14.5211543708,72.5243497233,9.9233052484,28.1610342094,37.4932103833
11024,Guanajuato,Pueblo Nuevo,26.491795346,11.965405823,77.8381722909,6.1972530287,29.465799494,33.2628228459
11025,Guanajuato,Purísima del Rincón,32.6584419291,15.0505296126,67.0145955375,11.8699126498,8.6603262916,26.7195374026
11026,Guanajuato,Romita,29.9854970816,7.7922501633,77.1521787019,13.2613193728,25.7488641375,27.2260481028
11027,Guanajuato,Salamanca,17.470402804,13.6591294651,49.2570197018,5.530284752,6.8379616361,21.9500093959
11028,Guanajuato,Salvatierra,21.6773977356,12.7134727472,68.1373821506,8.7669153763,17.0709930788,27.5828203287
11029,Guanajuato,San Diego de la Unión,29.3785505513,7.8396785244,85.2906748099,10.5719251047,35.8596632726,21.9889349584
11030,Guanajuato,San Felipe,24.2015263865,9.021691642,72.0229843849,12.1580698663,25.1736960134,24.519744684
11031,Guanajuato,San Francisco del Rincón,29.6929125287,20.9066235261,67.5359310061,10.3755344097,9.5726129853,27.0030708492
11032,Guanajuato,San José Iturbide,17.9043169498,10.734533304,63.4153182041,8.2143852563,8.5035413172,20.2008404326
11033,Guanajuato,San Luis de la Paz,25.246563953,14.7528841561,73.4490384814,15.2733978724,22.7910091408,27.624166999
11034,Guanajuato,Santa Catarina,27.485750475,4.3065231159,87.2915347266,14.798395609,41.6297234537,16.1494616846
11035,Guanajuato,Santa Cruz de Juventino Rosas,23.7340215985,15.8969776262,68.3088667891,10.0700457327,16.332355683,28.1999136757
11036,Guanajuato,Santiago Maravatío,29.3710021322,8.2800284293,81.4854299929,6.5565031983,17.4662402274,24.3248045487
11037,Guanajuato,Silao,21.582993919,9.1689932483,53.2112419864,12.3489820022,17.1986894578,23.8461918657
11038,Guanajuato,Tarandacuao,22.8440268841,10.4434422304,79.1687479299,4.7047049484,11.5509556981,32.0230554014
11039,Guanajuato,Tarimoro,27.2385709451,8.412226649,76.7786074317,8.2051586802,13.2711206255,21.3786423146
11040,Guanajuato,Tierra Blanca,25.1124446082,6.9213401887,87.3571532607,19.0626131705,61.1758324797,27.3127707423
11041,Guanajuato,Uriangato,25.5559493178,18.4734699658,78.7706415027,5.1561555193,6.0597400355,23.655568275
11042,Guanajuato,Valle de Santiago,25.1291171431,14.8840268441,72.094340306,9.8376397878,20.4052318509,27.049582193
11043,Guanajuato,Victoria,22.0858576157,6.0010730443,83.7398643387,12.2405767517,44.3104030008,14.3882589299
11044,Guanajuato,Villagrán,15.2863692307,10.0340128742,39.6765598286,9.7743327394,7.9299329715,22.8148409623
11045,Guanajuato,Xichú,26.9221567557,1.134964941,85.2804876757,11.9564691389,41.6766250046,1.6679921647
11046,Guanajuato,Yuriria,29.9465204212,15.7297978464,79.1677594522,8.6408284627,20.1328378103,22.8403831448
12001,Guerrero,Acapulco de Juárez,16.615622736,22.0575440209,60.6574994308,25.4682862169,33.0501277788,43.8366299886
12002,Guerrero,Ahuacuotzingo,39.2100420708,11.4981291377,89.0638550778,34.3809634371,90.0663747846,28.3356394212
12003,Guerrero,Ajuchitlán del Progreso,31.548876147,21.18846708,85.9511643333,38.9055978686,77.67293184,53.3569449639
12004,Guerrero,Alcozauca de Guerrero,48.9564021291,10.4658812272,92.0698522816,48.8547335686,93.5769391783,40.858800311
12005,Guerrero,Alpoyeca,30.9660047122,11.0400538539,88.2699427802,21.3396162908,56.479299899,39.2965331538
12006,Guerrero,Apaxtla,27.2832947323,17.3831726392,75.7933081012,14.4979872655,78.1612766437,20.4694841852
12007,Guerrero,Arcelia,25.2465397034,15.1883811602,81.027759151,20.7162151563,55.6729281549,25.0324495573
12008,Guerrero,Atenango del Río,39.1649323621,10.6529656608,85.5879292404,39.7372528616,77.9136316337,29.5915712799
12009,Guerrero,Atlamajalcingo del Monte,39.030276437,9.4997806055,89.9736726634,58.2931110136,94.42738043,60.2896007021
12010,Guerrero,Atlixtac,41.3325496452,8.3210882069,94.0971493346,54.3305764306,79.1510978631,32.4908686343
12011,Guerrero,Atoyac de Álvarez,20.7590096204,12.3102339153,82.2878666764,36.6566010657,53.0736165172,47.4427528898
12012,Guerrero,Ayutla de los Libres,26.6079096198,10.2054208844,88.2051148656,47.8595820908,90.947253313,46.1359417871
12013,Guerrero,Azoyú,29.6260856764,19.291918151,83.3799499485,45.9958781098,81.4882967761,36.8761960842
12014,Guerrero,Benito Juárez,19.5172841371,10.5573844474,78.5834863374,26.4552612203,63.0939044107,53.3402266123
12015,Guerrero,Buenavista de Cuéllar,22.6550246653,14.108637308,81.0771031385,13.4120938258,46.9748697905,31.7368543398
12016,Guerrero,Coahuayutla de José María Izazaga,47.7005150846,4.7093451067,89.5695364238,49.1537895511,88.640544518,15.9400294334
12017,Guerrero,Cocula,29.1017152807,18.448067135,78.0158174829,24.4208497634,73.8804279863,27.6028442205
12018,Guerrero,Copala,28.3597629345,8.8258849912,83.9099791767,36.9373698542,57.6405574243,38.4350472529
12019,Guerrero,Copalillo,46.3312054074,10.837401427,92.0615846789,62.3507322569,93.2482162974,25.7228689448
12020,Guerrero,Copanatoyac,44.1467436109,8.6797785891,92.3212813567,58.6915557649,90.4133788717,42.126957955500004
12021,Guerrero,Coyuca de Benítez,24.0806363386,12.7865193924,82.0865715788,42.2539660529,76.4410931002,50.1557565037
12022,Guerrero,Coyuca de Catalán,34.6870001628,22.8722140319,83.746697565,39.5133880844,72.2951216392,36.5068293939
12023,Guerrero,Cuajinicuilapa,33.2492537941,14.7727750452,86.4505822508,36.5157438937,65.2331105226,46.5380249716
12024,Guerrero,Cualác,36.8225368225,6.6066066066,89.8040898041,40.1115401115,75.3324753325,47.2472472472
12025,Guerrero,Cuautepec,28.8704088704,10.4435204435,86.1469161469,57.7685377685,85.0935550936,31.0810810811
12026,Guerrero,Cuetzala del Progreso,37.659939322,19.3246273579,81.334916238,35.3251549927,90.1068460625,34.969001451
12027,Guerrero,Cutzamala de Pinzón,43.6568236303,28.4840538434,81.5384774945,26.750899597,71.8319114541,40.3066090491
12028,Guerrero,Chilapa de Álvarez,32.2851833576,13.6948785327,88.4530090117,39.4068930142,83.0770741669,36.7658222839
12029,Guerrero,Chilpancingo de los Bravo,14.5108528481,18.3747073645,69.6089949184,27.2218549158,42.4858205793,32.6274966835
12030,Guerrero,Florencio Villarreal,26.9772174798,11.1933970264,81.3726044434,44.824467183,67.2508338515,40.0022612923
12031,Guerrero,General Canuto A. Neri,36.6371681416,21.3176007866,83.3824975418,31.6224188791,79.9016715831,18.7807276303
12032,Guerrero,General Heliodoro Castillo,30.9349940851,13.7358310505,92.6986911832,51.345605887,84.5877950711,36.2520113134
12033,Guerrero,Huamuxtitlán,30.1852665264,7.5251958673,87.8538009399,17.9604101552,68.9447882465,40.9895008156
12034,Guerrero,Huitzuco de los Figueroa,28.0623507166,9.8743748153,80.8169206494,17.0933384721,71.1646722942,29.2486308851
12035,Guerrero,Iguala de la Independencia,17.5424560981,19.5136891345,67.3057643929,23.780673037,44.2963342518,36.7450347092
12036,Guerrero,Igualapa,30.0586369317,14.9668364895,89.1089108911,51.0814188215,82.0340286456,52.5617610305
12037,Guerrero,Ixcateopan de Cuauhtémoc,33.1634579086,9.4752736882,81.9743299358,23.9524348811,67.912419781,35.8437146093
12038,Guerrero,Zihuatanejo de Azueta,19.7541154662,18.8484781584,63.787335592,32.7052966271,32.409926347,42.7791007326
12039,Guerrero,Juan R. Escudero,23.1041864067,15.3401553454,79.9141165065,29.0924798373,70.4351515972,39.1778614087
12040,Guerrero,Leonardo Bravo,27.7442348103,7.8932316229,90.1381584745,39.2502182636,76.788771167,33.3360667348
12041,Guerrero,Malinaltepec,24.6187163065,10.989264157,91.1164355158,57.7155231996,92.5862783947,34.8385015896
12042,Guerrero,Mártir de Cuilapan,37.7861648812,17.3780829231,89.9516996194,39.4072039207,84.7533342381,34.0021581509
12043,Guerrero,Metlatónoc,44.3201741128,6.7045523245,93.265219757,63.1098482558,95.429538722,29.732180642
12044,Guerrero,Mochitlán,26.4970756528,10.2400448963,82.2086219447,34.5350921939,75.9696191788,27.1244995928
